score,title,user_name,user_country,review_date,is_verified,review_body,airline,seat,aircraft,layout
1,smallest long-haul seat,E Ruthruff,United States,25th July 2014,,This is the smallest long-haul seat I've ever seen (and I fly a lot). It was 10 hours of discomfort (SEA to NRT) and I was in an aisle seat. The seat pitch is the same as or smaller than low-cost- carriers flying short-haul and the seat width is bad too. The plane was new the video selection was good and the flight attendant's were great but if the seat is tiny you will still be miserable. The plane was hot too which added to the discomfort.,ANA All Nippon Airways ,Economy Class,BOEING 787-8,3x3x3
4,sheer torture with good leg space,D Bhatia,United States,25th July 2014,,SFO to Narita 12 hrs had the exit row seat. Stunned to see how narrow the seat was. I am thin and could just barely fit into the seat. Space is eaten up by the front tray and the tv stowing into the arm rest. But the genius who configured these seats should have thought about the passenger comfort on a long flight. Sheer torture with good leg space.,ANA All Nippon Airways ,Economy Class,BOEING 777,3x4x3
3,uncomfortable slouching position,A Megha,United States,3rd March 2014,,"The bottom portion of the seat slides forward in the reclining mode (instead of reclining back) resulting in an uncomfortable slouching position. My feet/legs fell asleep multiple times and I could not find a comfortable position to sleep because there was so little room available. Bear in mind I'm 5'2"" so I can't imagine how this would work for someone taller.",ANA All Nippon Airways ,Economy Class,BOEING 767-300,2x3x2
3,seat bottom would move forward,N Stash,Singapore,13th January 2014,,Instead of reclining the seat bottom would move forward and it didn't give the same impact (at least to me) as reclining - not comfortable on a long flight.,ANA All Nippon Airways ,Economy Class,BOEING 787,2x4x2
3,seat base slides outwards,J Osada,Singapore,13th January 2014,,"The seats on ANA 787 Dreamliner do not recline- the seat base slides outwards towards the seat in front of you. Needless to say this makes a mockery of the ""more legroom"" selling point because now passengers have even less legroom when they ""recline"" their seats. And sliding the seat out from under the chair does not make for a more comfortable seating position since you slouch in the chair and be just as uncomfortable.",ANA All Nippon Airways ,Economy Class,BOEING 787,2x4x2
9,generous amount of room,R Ryan,United States,10th January 2014,,NRT-PEK on the new 787-8. I was stunned how impressive the economy service is. The seats are in a 3x3x3 arrangement and I had a generous amount of room between me and the person next to me. I was very impressed though that on this 3 hour flight they serve a full meal service in economy. The portions are larger then on my flight from SFO-NRT (12 hour flight) on United. The plane did have western movies in English but very limited choices. Staff were over the top friendly.,ANA All Nippon Airways ,Economy Class,BOEING 787,3x3x3
3,very uncomfortable seat pitch,L Andres,United States,15th February 2013,,ANA's B777 from NRT-SEA was awful. Small leg room and very uncomfortable seat pitch.,ANA All Nippon Airways ,Economy Class,BOEING 777,3x3x3
4,Business class seat was uncomfortable,A Shabeela,Oman,31st August 2021,1," My initial booking was on Economy class and then I upgraded to business class after paying fare difference. Business class seat was uncomfortable. If you're seating on window seat and wanted to move from your seat you will not be able to leave your seat unless you disturb passenger that sitting next to your seat. And if passenger next to you is laying down and sleeping then you need to jump to pass or you must wake up him/she to move seat to seating position. Furthermore, service on board was not to level to business class as I was expecting. In addition, was surprised upgraded ticket was not included using airline lounge in Dubai Airport. Finally it is not worth paying so much money for upgrade to Business class on B787 300 aircraft.",Emirates ,Business Class,Boeing 777-300er,2x3x2
6,drawback was the 2x3x2 configuration,Manan Agarwal,India,14th August 2021,1, This was a Boeing 777-300ER on one of Emirates' older aircraft that did not have  lie-flat seats.  The drawback I would find on this flight was the 2x3x2 configuration (no direct aisle access for window seats and the one middle seat) and how uncomfortable the seat is especially while sleeping. ,Emirates ,Business Class,Boeing 777-300 ER,2x3x2
10,how hard it is to get onto the aisle,Manan Agarwal,India,14th August 2021,1," This was one of Emirates newer business class seats which go lie flat making it comfortable to sleep in.  The seat was wide enough to sit comfortably and was long enough for me to sleep in (I'm 6'2""). Complimentary wifi for skywards members in business worked well and was enough to text. IFE screen was clear and the amenity kit was well stocked. The only drawback I can find with this seat is the lack of privacy on the aisle seats and how hard it is to get onto the aisle when on a window or middle seat.",Emirates ,Business Class,Boeing 777-300 ER,2x3x2
9,Legroom is sufficient,R Shehab,United Kingdom,11th August 2021,1," We were a family of five, and our seats were one middle row plus one seat on the middle-left aisle in front of the middle row we occupied. Seat was comfortable and came with blanket, pillow and pair of headphones and toys for children. The IFE system is the best of airlines we’ve travelled. Most of the content on the system is in English, but there are options in other languages. TV is large. Selection of entertainment for kids was excellent. All seats with a USB port and most seats also with a three-prong electrical socket. Storage space for baggage is ample. Legroom is sufficient for tall passengers. ",Emirates ,Economy Class,Boeing 777-300ER,3x4x3
1,business class is sub standard,L Palvero,United Arab Emirates,7th February 2020,1," Emirates Boeing 777 is a sub standard plane nowadays. Business class layout 2x3x2 is obsolete and very uncomfortable. This is the only business class on long haul that you almost don’t have space for your shoulder and I am pretty small. If you are tall forget to seat here comfortable . It’s unbelievable how poor is the design of this aircraft. Never pay for business class on 777, never ever is an uncomfortable premium economy. I am a frequent flyer with Emirates but the business class in Emirates is sub standard, big gap with any premium airline . Terrible that Emirates such old plane and seat.",Emirates ,Business Class,Boeing 777,2x3x2
1,seats were extremely uncomfortable,Andrew Nguang,Malaysia,12th November 2019,1," Emirates Boeing 777 aircraft from Dubai to Kuala Lumpur an overnight flight and found the experience extremely disappointing. The business class seats were extremely uncomfortable and we found the seat had limited reclining pitch. On the lay flat position, we found ourselves constantly sliding downwards because the seat had a sloping angle. Throughout the flight, we have to constantly force ourselves upwards using our feet because whenever we dosed off the top half of our body forced onto the lower half resulted in a position like to a squat (bend knees & increasing pressure on toes & feet). The resultant effect is complete sleepless, restless & discomfort night, and we were exhausted on our arrival. To make the matter worst, I had my arms and body wedged in the seat (meaning that the seat canopy was not wide enough to fit my body size). And I consider myself as medium built of 175cm @ 85kg. The wedge had caused muscle cramp on my upper body. The decision to book with Emirates business class was to achieve a good sleep in the first place. Of the 7 hours flight, I stayed in laying down position for 6 hours where sleep achieve was less than 10mins. Attempts to resolve the discomfort with flight attendant not long after airborne, and we were told that seat has reached maximum recline position. We would give you 1 star. ",Emirates ,Business Class,Boeing 777,2x3x2
